event_id,num_rows,duration_ms,rows_per_10ms,total_piezo_sum,total_piezo_max_sum,p1_sum_share,p2_sum_share,p3_sum_share,p1_peak_share,p2_peak_share,p3_peak_share,dominant_peak_sensor,dominant_sum_sensor,dominant_peak_margin,dominant_sum_margin,max_p1_minus_p2,max_p1_minus_p3,max_p2_minus_p3,sum_p1_minus_p2,sum_p1_minus_p3,sum_p2_minus_p3,p1_over_p2_peak,p1_over_p3_peak,p2_over_p3_peak,p1_over_p2_sum,p1_over_p3_sum,p2_over_p3_sum,overall_peak_value,overall_peak_idx,overall_peak_time_ms,overall_peak_pos_frac,overall_peak_sensor,p1_at_overall_peak,p2_at_overall_peak,p3_at_overall_peak,ax_at_overall_peak,ay_at_overall_peak,az_at_overall_peak,amag_at_overall_peak,p1_max,p1_min,p1_sum,p1_mean,p1_first,p1_last,p1_peak_idx,p1_peak_time_ms,p1_peak_pos_frac,p1_time_after_peak_ms,p1_first_half_sum,p1_second_half_sum,p1_pre_peak_sum,p1_post_peak_sum,p1_rise_slope,p1_fall_slope,p1_rows_above_50pct,p1_rows_above_75pct,p1_rows_above_90pct,p1_peak_concentration,p1_peak_sharpness,p2_max,p2_min,p2_sum,p2_mean,p2_first,p2_last,p2_peak_idx,p2_peak_time_ms,p2_peak_pos_frac,p2_time_after_peak_ms,p2_first_half_sum,p2_second_half_sum,p2_pre_peak_sum,p2_post_peak_sum,p2_rise_slope,p2_fall_slope,p2_rows_above_50pct,p2_rows_above_75pct,p2_rows_above_90pct,p2_peak_concentration,p2_peak_sharpness,p3_max,p3_min,p3_sum,p3_mean,p3_first,p3_last,p3_peak_idx,p3_peak_time_ms,p3_peak_pos_frac,p3_time_after_peak_ms,p3_first_half_sum,p3_second_half_sum,p3_pre_peak_sum,p3_post_peak_sum,p3_rise_slope,p3_fall_slope,p3_rows_above_50pct,p3_rows_above_75pct,p3_rows_above_90pct,p3_peak_concentration,p3_peak_sharpness,peak_idx_diff_p1_p2,peak_idx_diff_p1_p3,peak_idx_diff_p2_p3,ax_abs_max,ay_abs_max,az_abs_max,ax_mean,ay_mean,az_mean,amag_max,amag_mean,amag_sum,amag_peak_idx,amag_peak_time_ms,amag_peak_pos_frac,amag_peak_minus_overall_piezo_peak_idx,label
22,5,32,1.5625,880,396,0.5625,0.4375,0.0,0.5909090909090909,0.4090909090909091,0.0,1,1,72,110,72,234,162,110,495,385,1.4444444444444444,234.0,162.0,1.2857142857142858,495.0,385.0,234,1,8,0.25,1,234,0,0,32767,11716,-32768,47798.355295972266,234,0,495,99.0,110,0,1,8,0.25,24,344,151,344,385,15.5,9.75,2,1,1,0.9474747474747475,116.5,162,0,385,77.0,0,130,3,24,0.75,8,0,385,255,292,6.75,4.0,3,2,1,1.0,50.5,0,0,0,0.0,0,0,0,0,0.0,32,0,0,0,0,0.0,0.0,5,5,5,0.0,0.0,-2,1,3,32767,19360,32768,28737.8,-6172.0,-13054.4,47798.355295972266,35969.407856332095,179847.0392816605,1,8,0.25,0,unlabeled
23,7,144,0.4861111111111111,1350,637,0.5844444444444444,0.4140740740740741,0.0014814814814814814,0.6938775510204082,0.304552590266876,0.0015698587127158557,1,1,248,230,248,441,193,230,787,557,2.2783505154639174,442.0,194.0,1.411449016100179,394.5,279.5,442,1,8,0.16666666666666666,1,442,0,0,32767,32767,-32768,56754.686167751825,442,0,789,112.71428571428571,167,0,1,8,0.16666666666666666,136,789,0,609,622,34.375,3.25,1,1,1,1.0,268.5,194,0,559,79.85714285714286,0,65,3,23,0.5,121,87,472,281,472,8.434782608695652,1.0661157024793388,2,2,1,0.774597495527728,74.5,1,0,2,0.2857142857142857,0,1,5,137,0.8333333333333334,7,0,2,1,2,0.0072992700729927005,0.0,2,2,2,1.0,0.5,-2,-4,-2,32768,32768,32768,10738.857142857143,-1613.857142857143,-10624.0,56754.686167751825,36960.8999718915,258726.29980324052,1,8,0.16666666666666666,0,unlabeled
24,3,16,1.875,267,98,0.9887640449438202,0.011235955056179775,0.0,0.9693877551020408,0.030612244897959183,0.0,1,1,92,261,92,95,3,261,264,3,31.666666666666668,95.0,3.0,88.0,264.0,3.0,95,0,0,0.0,1,95,0,0,32767,5900,-6492,33920.97217062035,95,76,264,88.0,95,76,0,0,0.0,16,95,169,95,264,0.0,1.1875,3,3,2,0.7121212121212122,1.0,3,0,3,1.0,0,3,2,16,1.0,0,0,3,3,3,0.1875,0.0,1,1,1,1.0,1.5,0,0,0,0.0,0,0,0,0,0.0,16,0,0,0,0,0.0,0.0,3,3,3,0.0,0.0,-2,0,2,32767,14052,24424,32767.0,-3689.3333333333335,-13208.0,40972.07733322781,37198.0203885513,111594.0611656539,1,8,0.5,1,unlabeled
25,15,135,1.1111111111111112,2257,710,0.34027470093043866,0.6397873283119184,0.01993797075764289,0.5,0.46338028169014084,0.036619718309859155,1,2,26,676,26,329,303,-676,723,1399,1.0790273556231003,13.653846153846153,12.653846153846153,0.5318559556786704,17.066666666666666,32.08888888888889,355,0,0,0.0,1,355,0,3,32767,-26868,-29816,51812.73558691917,355,0,768,51.2,355,15,0,0,0.0,135,689,79,355,768,0.0,2.5185185185185186,2,2,2,0.8971354166666666,10.5,329,0,1444,96.26666666666667,0,62,3,29,0.21428571428571427,106,902,542,495,1278,11.344827586206897,2.518867924528302,3,1,1,0.5110803324099723,124.5,26,0,45,3.0,3,0,12,120,0.8571428571428571,15,7,38,45,26,0.19166666666666668,1.7333333333333334,1,1,1,0.6222222222222222,25.0,-3,-12,-9,32768,32768,32768,-6751.4,-6467.533333333334,6691.0,56754.686167751825,31575.154185288437,473627.3127793266,1,8,0.07142857142857142,1,unlabeled
26,13,299,0.43478260869565216,2224,1064,0.5476618705035972,0.41097122302158273,0.04136690647482014,0.7622180451127819,0.17575187969924813,0.06203007518796992,1,1,624,304,624,745,121,304,1126,822,4.336898395721925,12.287878787878787,2.8333333333333335,1.3326039387308535,13.23913043478261,9.934782608695652,811,1,7,0.08333333333333333,1,811,3,0,32767,32767,-32768,56754.686167751825,811,0,1218,93.6923076923077,157,10,1,7,0.08333333333333333,292,1103,115,968,1061,93.42857142857143,2.743150684931507,1,1,1,0.9055829228243021,665.0,187,0,914,70.3076923076923,0,9,4,30,0.3333333333333333,269,423,491,282,819,6.233333333333333,0.6617100371747212,2,2,1,0.45951859956236324,70.5,66,0,92,7.076923076923077,0,66,12,299,1.0,0,6,86,92,66,0.22073578595317725,0.0,1,1,1,0.717391304347826,33.0,-3,-11,-8,32768,32768,32768,-3746.076923076923,-5626.0,2393.153846153846,56755.263518020955,33047.24383156253,429614.1698103129,5,38,0.4166666666666667,4,unlabeled
27,14,274,0.5109489051094891,7751,1242,0.07211972648690491,0.9020771513353115,0.02580312217778351,0.14251207729468598,0.8236714975845411,0.033816425120772944,2,2,846,6433,-846,135,981,-6433,359,6792,0.17302052785923755,4.214285714285714,24.357142857142858,0.07994851258581236,2.795,34.96,1023,2,16,0.15384615384615385,2,0,1023,13,-25864,32767,2344,41810.49056158036,177,0,559,39.92857142857143,177,0,0,0,0.0,274,387,172,177,559,0.0,0.6459854014598541,2,2,1,0.6010733452593918,9.0,1023,0,6992,499.42857142857144,0,67,2,16,0.15384615384615385,258,5465,1527,1477,6538,63.9375,3.705426356589147,6,5,4,0.35755148741418763,284.5,42,0,200,14.285714285714286,0,0,12,94,0.9230769230769231,180,112,88,200,42,0.44680851063829785,0.23333333333333334,5,2,1,0.225,40.5,-2,-12,-10,32768,32768,32768,-426.42857142857144,13324.57142857143,15260.0,56755.84086241697,42145.64648712623,590039.0508197672,1,8,0.07692307692307693,-1,unlabeled
28,9,125,0.72,2466,1160,0.7031630170316302,0.2915652879156529,0.0052716950527169504,0.881896551724138,0.11120689655172414,0.006896551724137931,1,1,894,1015,894,1015,121,1015,1721,706,7.930232558139535,127.875,16.125,2.411682892906815,133.3846153846154,55.30769230769231,1023,1,7,0.125,1,1023,129,8,32767,18720,32767,49977.904898064706,1023,0,1734,192.66666666666666,109,16,1,7,0.125,118,1672,62,1132,1625,130.57142857142858,8.533898305084746,2,1,1,0.9642445213379469,698.5,129,0,719,79.88888888888889,0,79,1,7,0.125,118,226,493,129,719,18.428571428571427,0.423728813559322,7,5,2,0.17941585535465926,129.0,8,0,13,1.4444444444444444,0,1,1,7,0.125,118,8,5,8,13,1.1428571428571428,0.059322033898305086,1,1,1,0.6153846153846154,8.0,0,0,0,32767,32768,32767,-1488.6666666666667,-7034.777777777777,6198.111111111111,55467.34926062359,29232.398711896785,263091.5884070711,2,15,0.25,1,unlabeled
29,7,134,0.5223880597014925,862,412,0.3909512761020882,0.6044083526682135,0.004640371229698376,0.6140776699029126,0.38106796116504854,0.0048543689320388345,1,2,96,184,96,251,155,-184,333,517,1.6114649681528663,126.5,78.5,0.6468330134357005,84.25,130.25,253,0,0,0.0,1,253,0,0,32767,-7824,-32768,46996.09652939274,253,0,337,48.142857142857146,253,0,0,0,0.0,134,337,0,253,337,0.0,1.8880597014925373,1,1,1,1.0,84.5,157,0,521,74.42857142857143,0,62,2,16,0.3333333333333333,118,233,288,233,445,9.8125,0.8050847457627118,2,1,1,0.6353166986564299,70.0,2,0,4,0.5714285714285714,0,1,4,119,0.6666666666666666,15,0,4,2,4,0.01680672268907563,0.06666666666666667,3,1,1,0.75,1.5,-2,-4,-2,32767,25976,32768,13833.0,-9431.42857142857,-3667.4285714285716,46996.09652939274,26347.11625996225,184429.81381973575,0,0,0.0,0,unlabeled
30,8,144,0.5555555555555556,894,351,0.46420581655480986,0.5268456375838926,0.008948545861297539,0.5982905982905983,0.3903133903133903,0.011396011396011397,1,2,73,56,73,206,133,-56,407,463,1.532846715328467,52.5,34.25,0.881104033970276,51.875,58.875,210,1,8,0.14285714285714285,1,210,0,0,32767,-888,-32768,46348.75032835297,210,0,415,51.875,96,0,1,8,0.14285714285714285,136,409,6,306,319,14.25,1.5441176470588236,1,1,1,0.9855421686746988,110.5,137,0,471,58.875,4,63,3,24,0.42857142857142855,120,144,327,144,464,5.541666666666667,0.6166666666666667,2,2,2,0.5817409766454352,68.5,4,0,8,1.0,0,4,6,136,0.8571428571428571,8,0,8,4,8,0.029411764705882353,0.0,2,2,2,1.0,2.0,-2,-5,-3,32767,20224,32768,13341.0,-2640.5,-5100.5,46348.75032835297,28576.13498662621,228609.07989300968,1,8,0.14285714285714285,0,unlabeled
31,5,32,1.5625,1557,727,0.7488760436737315,0.25112395632626844,0.0,0.7702888583218707,0.2297111416781293,0.0,1,1,393,775,393,560,167,775,1166,391,3.3532934131736525,560.0,167.0,2.9820971867007673,1166.0,391.0,560,0,0,0.0,1,560,0,0,32767,18976,-28320,47284.11218369231,560,0,1166,233.2,560,0,0,0,0.0,32,1005,161,560,1166,0.0,17.5,2,2,1,0.8619210977701544,57.5,167,0,391,78.2,0,132,3,24,0.75,8,0,391,259,299,6.958333333333333,4.375,3,2,1,1.0,55.0,0,0,0,0.0,0,0,0,0,0.0,32,0,0,0,0,0.0,0.0,5,5,5,0.0,0.0,-3,0,3,32767,32767,32768,30508.0,7887.8,-14147.2,56754.686167751825,40343.05598705817,201715.27993529086,1,9,0.25,1,unlabeled
32,17,173,0.9826589595375723,4926,1262,0.11530653674380836,0.8654080389768575,0.019285424279334145,0.17115689381933438,0.8106180665610143,0.018225039619651346,2,2,807,3695,-807,193,1000,-3695,473,4168,0.21114369501466276,9.391304347826088,44.47826086956522,0.13323950269763077,5.978947368421053,44.873684210526314,1023,1,9,0.0625,2,216,1023,2,32767,-32768,-28628,54469.996300715866,216,0,568,33.411764705882355,0,0,1,9,0.0625,164,278,290,216,568,24.0,1.3170731707317074,1,1,1,0.38028169014084506,216.0,1023,0,4263,250.76470588235293,322,63,1,9,0.0625,164,3605,658,1345,3941,77.88888888888889,5.853658536585366,2,2,2,0.5406990382359841,382.0,23,0,95,5.588235294117647,13,0,4,44,0.25,129,77,18,38,80,0.22727272727272727,0.17829457364341086,4,2,1,0.43157894736842106,14.0,0,-3,-3,32768,32768,32768,-1581.2941176470588,9005.764705882353,12813.70588235294,56755.84086241697,33486.90813843445,569277.4383533857,2,16,0.125,1,unlabeled
33,10,151,0.6622516556291391,4314,1177,0.11474269819193324,0.8599907278627724,0.025266573945294392,0.15632965165675447,0.81053525913339,0.03313508920985556,2,2,770,3215,-770,145,915,-3215,386,3601,0.1928721174004193,4.717948717948718,24.46153846153846,0.1334231805929919,4.541284403669724,34.03669724770642,954,1,8,0.1111111111111111,2,181,954,0,32767,-32768,-32768,56755.263518020955,184,0,495,49.5,184,0,0,0,0.0,151,400,95,184,495,0.0,1.218543046357616,2,2,2,0.7373737373737373,1.5,954,78,3710,371.0,920,104,1,8,0.1111111111111111,143,3120,590,1874,2790,4.25,5.944055944055944,2,2,2,0.6164420485175203,287.5,39,0,109,10.9,39,1,0,0,0.0,151,85,24,39,109,0.0,0.25165562913907286,1,1,1,0.3577981651376147,19.5,-1,0,1,32767,32768,32768,4373.0,10830.1,14308.6,56755.263518020955,35721.43218006334,357214.3218006334,1,8,0.1111111111111111,0,unlabeled
34,9,125,0.72,1531,469,0.32266492488569565,0.6610058785107773,0.016329196603527107,0.5330490405117271,0.44989339019189767,0.017057569296375266,1,2,39,518,39,242,203,-518,469,987,1.1848341232227488,31.25,26.375,0.4881422924901186,19.76,40.48,250,1,28,0.125,1,250,211,0,-32768,32767,16036,49036.42940712548,250,0,494,54.888888888888886,168,45,1,28,0.125,97,418,76,418,326,2.9285714285714284,2.11340206185567,2,1,1,0.8461538461538461,166.0,211,4,1012,112.44444444444444,4,81,1,28,0.125,97,550,462,215,1008,7.392857142857143,1.3402061855670102,5,2,2,0.40810276679841895,110.0,8,0,25,2.7777777777777777,0,7,2,37,0.25,88,8,17,8,25,0.21621621621621623,0.011363636363636364,3,3,1,0.32,8.0,0,-1,-1,32768,32768,32767,-12113.333333333334,-8454.777777777777,10820.777777777777,49036.42940712548,26216.719765043275,235950.47788538947,1,28,0.125,0,unlabeled
35,13,233,0.5579399141630902,4261,1207,0.7451302511147618,0.2459516545411875,0.008918094344050692,0.8475559237779619,0.1391880695940348,0.013256006628003313,1,1,855,2127,855,1007,152,2127,3137,1010,6.089285714285714,63.9375,10.5,3.029580152671756,83.55263157894737,27.57894736842105,1023,0,0,0.0,1,1023,0,0,-12640,-32768,32767,48033.1938663254,1023,0,3175,244.23076923076923,1023,11,0,0,0.0,233,3025,150,1023,3175,0.0,4.343347639484978,3,2,2,0.546771653543307,155.0,168,0,1048,80.61538461538461,0,67,6,89,0.5,144,327,721,495,721,1.8876404494382022,0.7013888888888888,5,3,2,0.43416030534351147,24.5,16,0,38,2.923076923076923,0,0,4,73,0.3333333333333333,160,24,14,16,38,0.2191780821917808,0.1,2,1,1,0.631578947368421,12.0,-6,-4,2,32768,32768,32767,-3773.0,-20204.923076923078,11446.538461538461,56755.263518020955,29558.910742732547,384265.83965552313,1,23,0.08333333333333333,1,unlabeled
36,5,31,1.6129032258064515,765,334,0.5019607843137255,0.4980392156862745,0.0,0.592814371257485,0.40718562874251496,0.0,1,1,62,3,62,198,136,3,384,381,1.4558823529411764,198.0,136.0,1.0078740157480315,384.0,381.0,198,0,0,0.0,1,198,0,0,32767,-4972,-19760,38585.6796363625,198,20,384,76.8,198,20,0,0,0.0,31,288,96,198,384,0.0,5.741935483870968,1,1,1,0.75,54.0,136,0,381,76.2,0,90,3,24,0.75,7,25,356,291,226,5.666666666666667,6.571428571428571,3,2,2,0.9343832020997376,26.0,0,0,0,0.0,0,0,0,0,0.0,31,0,0,0,0,0.0,0.0,5,5,5,0.0,0.0,-3,0,3,32767,18988,19760,21635.4,-8056.0,-4652.8,38585.6796363625,29829.86399039068,149149.3199519534,0,0,0.0,0,unlabeled
37,6,135,0.4444444444444445,763,381,0.47575360419397117,0.5242463958060288,0.0,0.6351706036745407,0.3648293963254593,0.0,1,2,103,37,103,242,139,-37,363,400,1.7410071942446044,242.0,139.0,0.9075,363.0,400.0,242,0,0,0.0,1,242,0,0,32767,-12888,-32768,48099.05047919345,242,0,363,60.5,242,0,0,0,0.0,135,363,0,242,363,0.0,1.7925925925925925,2,1,1,1.0,60.5,139,0,400,66.66666666666667,0,64,2,17,0.4,118,141,259,141,398,8.176470588235293,0.635593220338983,2,2,2,0.6775,73.0,0,0,0,0.0,0,0,0,0,0.0,135,0,0,0,0,0.0,0.0,6,6,6,0.0,0.0,-2,0,2,32767,24364,32768,12588.833333333334,-4364.666666666667,-10979.333333333334,48280.083026026376,30418.582895103318,182511.4973706199,1,9,0.2,1,unlabeled
38,8,148,0.5405405405405406,1067,503,0.2727272727272727,0.7207122774133083,0.006560449859418931,0.5785288270377733,0.4115308151093439,0.009940357852882704,1,2,84,478,84,286,202,-478,284,762,1.4057971014492754,58.2,41.4,0.3784135240572172,41.57142857142857,109.85714285714286,291,0,0,0.0,1,291,1,0,32767,10476,-32768,47509.62732962657,291,0,291,36.375,291,0,0,0,0.0,148,291,0,291,291,0.0,1.9662162162162162,1,1,1,1.0,145.5,207,1,769,96.125,1,74,2,16,0.2857142857142857,132,442,327,311,665,12.875,1.0075757575757576,2,1,1,0.5734720416124838,90.0,5,0,7,0.875,0,0,3,24,0.42857142857142855,124,5,2,5,7,0.20833333333333334,0.04032258064516129,1,1,1,0.8571428571428571,4.5,-2,-3,-1,32768,32768,32768,2490.625,1258.0,-4242.5,47509.62732962657,28769.412520682068,230155.30016545655,0,0,0.0,0,unlabeled
39,4,31,1.2903225806451613,402,226,0.5572139303482587,0.4427860696517413,0.0,0.5707964601769911,0.42920353982300885,0.0,1,1,32,46,32,129,97,46,224,178,1.3298969072164948,129.0,97.0,1.2584269662921348,224.0,178.0,129,0,0,0.0,1,129,0,0,32767,-18964,-28944,47655.68928260297,129,0,224,56.0,129,0,0,0,0.0,31,224,0,129,224,0.0,4.161290322580645,2,1,1,1.0,17.0,97,0,178,44.5,0,79,2,24,0.6666666666666666,7,2,176,99,176,4.041666666666667,2.5714285714285716,2,2,1,1.0,56.5,0,0,0,0.0,0,0,0,0,0.0,31,0,0,0,0,0.0,0.0,4,4,4,0.0,0.0,-2,0,2,32767,18964,32768,25599.25,-11207.0,-14714.0,47655.68928260297,34871.47472817058,139485.8989126823,0,0,0.0,0,unlabeled
40,4,31,1.2903225806451613,918,540,0.8006535947712419,0.19934640522875818,0.0,0.7981481481481482,0.20185185185185187,0.0,1,1,322,552,322,431,109,552,735,183,3.9541284403669725,431.0,109.0,4.016393442622951,735.0,183.0,431,0,0,0.0,1,431,0,0,32767,6060,-32512,46555.66596022443,431,0,735,183.75,431,0,0,0,0.0,31,735,0,431,735,0.0,13.903225806451612,2,1,1,1.0,63.5,109,0,183,45.75,0,74,2,23,0.6666666666666666,8,0,183,109,183,4.739130434782608,4.375,2,1,1,1.0,72.0,0,0,0,0.0,0,0,0,0,0.0,31,0,0,0,0,0.0,0.0,4,4,4,0.0,0.0,-2,0,2,32767,32767,32768,27511.5,8015.75,-9146.0,56754.686167751825,39758.93201619884,159035.72806479537,1,7,0.3333333333333333,1,unlabeled
41,11,154,0.7142857142857142,4170,1296,0.0776978417266187,0.8916067146282973,0.030695443645083934,0.15123456790123457,0.7893518518518519,0.05941358024691358,2,2,827,3394,-827,119,946,-3394,196,3590,0.19159335288367546,2.5454545454545454,13.285714285714286,0.08714362560516406,2.53125,29.046875,1023,0,0,0.0,2,196,1023,15,32767,-32768,-13464,48256.57891935565,196,0,324,29.454545454545453,196,0,0,0,0.0,154,286,38,196,324,0.0,1.2727272727272727,1,1,1,0.6049382716049383,98.0,1023,43,3718,338.0,1023,71,0,0,0.0,154,2503,1215,1023,3718,0.0,6.181818181818182,2,2,1,0.5013448090371168,91.0,77,0,128,11.636363636363637,15,0,8,94,0.8,60,19,109,128,77,0.6595744680851063,1.2833333333333334,1,1,1,0.640625,74.5,0,-8,-8,32767,32768,32768,650.3636363636364,3573.090909090909,11171.0,56755.263518020955,32240.388877943133,354644.27765737445,1,8,0.1,1,unlabeled
42,19,348,0.5459770114942529,9834,1309,0.05969086841570063,0.9151921903599756,0.025116941224323775,0.1779984721161192,0.7815126050420168,0.04048892284186402,2,2,790,8413,-790,180,970,-8413,340,8753,0.22776148582600195,4.39622641509434,19.30188679245283,0.06522222222222222,2.376518218623482,36.43724696356275,1023,1,8,0.05555555555555555,2,136,1023,53,32767,-32768,-28960,54645.216744011545,233,0,587,30.894736842105264,0,29,2,17,0.1111111111111111,331,450,137,369,451,13.705882352941176,0.6163141993957704,2,1,1,0.6286201022146508,165.0,1023,61,9000,473.6842105263158,329,61,1,8,0.05555555555555555,340,7742,1258,1352,8671,86.75,2.8294117647058825,8,7,5,0.2638888888888889,347.0,53,0,247,13.0,52,3,1,8,0.05555555555555555,340,222,25,105,195,0.125,0.14705882352941177,4,3,2,0.44129554655870445,25.0,1,1,0,32768,32768,32768,-376.7894736842105,3292.2105263157896,7262.8421052631575,56755.84086241697,32328.843283421324,614248.0223850051,2,17,0.1111111111111111,1,unlabeled
43,11,119,0.9243697478991597,3454,1202,0.7376954255935148,0.2423277359583092,0.019976838448176028,0.85108153078203,0.13227953410981697,0.016638935108153077,1,1,864,1711,864,1003,139,1711,2479,768,6.433962264150943,51.15,7.95,3.044205495818399,36.927536231884055,12.130434782608695,1023,0,0,0.0,1,1023,0,8,-436,-32768,-220,32771.63895809912,1023,0,2548,231.63636363636363,1023,49,0,0,0.0,119,2402,146,1023,2548,0.0,8.184873949579831,2,1,1,0.5396389324960753,335.5,159,0,837,76.0909090909091,0,75,5,81,0.5,38,199,638,358,638,1.962962962962963,2.210526315789474,6,2,1,0.4731182795698925,40.5,20,0,69,6.2727272727272725,8,5,3,33,0.3,86,41,28,37,52,0.36363636363636365,0.1744186046511628,1,1,1,0.34782608695652173,18.0,-5,-3,2,32768,32768,32767,-8518.181818181818,-1750.5454545454545,6596.909090909091,53376.32674697651,30884.627948741803,339730.90743615985,2,26,0.2,2,unlabeled
44,15,155,0.967741935483871,2294,807,0.4838709677419355,0.4952048823016565,0.020924149956408022,0.6988847583643123,0.29120198265179675,0.009913258983890954,1,2,329,26,329,556,227,-26,1062,1088,2.4,70.5,29.375,0.977112676056338,23.125,23.666666666666668,564,1,15,0.07142857142857142,1,564,0,0,32767,5032,-32768,46612.649967578545,564,0,1110,74.0,152,12,1,15,0.07142857142857142,140,889,221,716,958,27.466666666666665,3.942857142857143,1,1,1,0.7189189189189189,447.0,235,0,1136,75.73333333333333,0,69,4,38,0.2857142857142857,117,567,569,437,934,6.184210526315789,1.4188034188034189,3,2,1,0.48151408450704225,79.0,8,0,48,3.2,0,0,5,46,0.35714285714285715,109,19,29,12,44,0.17391304347826086,0.07339449541284404,8,4,1,0.3958333333333333,2.5,-3,-4,-1,32768,32768,32768,-8012.933333333333,68.13333333333334,6786.266666666666,56755.263518020955,31558.97044054032,473384.5566081048,5,46,0.35714285714285715,4,unlabeled
45,20,686,0.29154518950437314,4820,1417,0.44356846473029043,0.5371369294605809,0.01929460580912863,0.671136203246295,0.31827805222300637,0.01058574453069866,1,2,500,451,500,936,436,-451,2045,2496,2.108647450110865,63.4,30.066666666666666,0.8258014677481653,22.989247311827956,27.838709677419356,951,2,16,0.10526315789473684,1,951,0,0,32767,32767,-32768,56754.686167751825,951,0,2138,106.9,85,22,2,16,0.10526315789473684,670,1755,383,1402,1687,54.125,1.3865671641791044,1,1,1,0.6814780168381666,698.0,451,0,2589,129.45,100,62,5,39,0.2631578947368421,647,1526,1063,915,2125,9.0,0.6012364760432767,3,1,1,0.40478949401313247,152.5,15,0,93,4.65,0,0,16,382,0.8421052631578947,304,39,54,93,15,0.03926701570680628,0.049342105263157895,6,3,1,0.26881720430107525,10.0,-3,-14,-11,32768,32768,32768,-6883.4,-1176.1,5594.0,56755.263518020955,38546.35182640849,770927.0365281699,6,46,0.3157894736842105,4,unlabeled
46,12,146,0.821917808219178,1580,419,0.3879746835443038,0.5949367088607594,0.01708860759493671,0.6372315035799523,0.33651551312649164,0.026252983293556086,1,2,126,327,126,256,130,-327,586,913,1.8936170212765957,24.272727272727273,12.818181818181818,0.652127659574468,22.703703703703702,34.81481481481482,267,0,0,0.0,1,267,79,0,-3388,32767,-10916,34703.22591633233,267,0,613,51.083333333333336,267,3,0,0,0.0,146,562,51,267,613,0.0,1.8082191780821917,1,1,1,0.6411092985318108,70.5,141,0,940,78.33333333333333,79,66,5,51,0.45454545454545453,95,476,464,476,605,1.2156862745098038,0.7894736842105263,8,1,1,0.3404255319148936,51.5,11,0,27,2.25,0,5,7,115,0.6363636363636364,31,0,27,11,27,0.09565217391304348,0.1935483870967742,1,1,1,0.5925925925925926,8.5,-5,-7,-2,32768,32768,32767,-1771.25,-10487.083333333334,6763.166666666667,56754.686167751825,37862.328645599264,454347.94374719117,1,15,0.09090909090909091,1,unlabeled
47,8,126,0.6349206349206349,1732,818,0.6524249422632794,0.3371824480369515,0.010392609699769052,0.80440097799511,0.1882640586797066,0.007334963325183374,1,1,504,546,504,652,148,546,1112,566,4.2727272727272725,109.66666666666667,25.666666666666668,1.9349315068493151,62.77777777777778,32.44444444444444,658,1,8,0.14285714285714285,1,658,0,0,32767,32767,1404,46360.80018722714,658,0,1130,141.25,119,21,1,8,0.14285714285714285,118,855,275,777,1011,67.375,5.398305084745763,1,1,1,0.7566371681415929,559.5,154,0,584,73.0,0,68,2,26,0.2857142857142857,100,243,341,154,584,5.923076923076923,0.86,4,1,1,0.4160958904109589,109.5,6,0,18,2.25,0,3,6,117,0.8571428571428571,9,5,13,15,9,0.05128205128205128,0.3333333333333333,4,2,1,0.7222222222222222,2.5,-1,-5,-4,32768,32768,28600,-10332.625,-5772.75,4141.0,53735.30459576832,41596.29729751493,332770.37838011945,4,60,0.5714285714285714,3,unlabeled
48,5,30,1.6666666666666665,1277,652,0.6374314800313234,0.36256851996867656,0.0,0.7285276073619632,0.2714723926380368,0.0,1,1,298,351,298,475,177,351,814,463,2.6836158192090394,475.0,177.0,1.7580993520518358,814.0,463.0,475,0,0,0.0,1,475,0,0,32767,2832,-31360,45443.87871870094,475,0,814,162.8,475,0,0,0,0.0,30,742,72,475,814,0.0,15.833333333333334,2,1,1,0.9115479115479116,104.0,177,0,463,92.6,0,105,3,23,0.75,7,21,442,358,282,7.695652173913044,10.285714285714286,3,2,2,0.9546436285097192,44.5,0,0,0,0.0,0,0,0,0,0.0,30,0,0,0,0,0.0,0.0,5,5,5,0.0,0.0,-3,0,3,32767,24704,31360,22951.4,-2648.8,-9918.4,49128.52581749223,35534.33240972155,177671.66204860774,1,7,0.25,1,unlabeled
49,5,30,1.6666666666666665,939,415,0.8306709265175719,0.16932907348242812,0.0,0.8192771084337349,0.18072289156626506,0.0,1,1,265,621,265,340,75,621,780,159,4.533333333333333,340.0,75.0,4.90566037735849,780.0,159.0,340,1,7,0.25,1,340,0,0,32767,-5080,-32768,46617.85616048855,340,0,780,156.0,111,0,1,7,0.25,23,451,329,451,669,32.714285714285715,14.782608695652174,2,2,1,0.9064102564102564,156.5,75,0,159,31.8,0,75,4,30,1.0,0,0,159,159,75,2.5,0.0,2,2,1,0.8553459119496856,7.0,0,0,0,0.0,0,0,0,0,0.0,30,0,0,0,0,0.0,0.0,5,5,5,0.0,0.0,-3,1,4,32767,22436,32768,28807.2,-1300.0,-18180.8,51312.799660513556,39703.524927917235,198517.62463958617,2,15,0.5,1,unlabeled
