event_id,num_rows,duration_ms,rows_per_10ms,total_piezo_sum,total_piezo_max_sum,p1_sum_share,p2_sum_share,p3_sum_share,p1_peak_share,p2_peak_share,p3_peak_share,dominant_peak_sensor,dominant_sum_sensor,dominant_peak_margin,dominant_sum_margin,max_p1_minus_p2,max_p1_minus_p3,max_p2_minus_p3,sum_p1_minus_p2,sum_p1_minus_p3,sum_p2_minus_p3,p1_over_p2_peak,p1_over_p3_peak,p2_over_p3_peak,p1_over_p2_sum,p1_over_p3_sum,p2_over_p3_sum,overall_peak_value,overall_peak_idx,overall_peak_time_ms,overall_peak_pos_frac,overall_peak_sensor,p1_at_overall_peak,p2_at_overall_peak,p3_at_overall_peak,ax_at_overall_peak,ay_at_overall_peak,az_at_overall_peak,amag_at_overall_peak,p1_max,p1_min,p1_sum,p1_mean,p1_first,p1_last,p1_peak_idx,p1_peak_time_ms,p1_peak_pos_frac,p1_time_after_peak_ms,p1_first_half_sum,p1_second_half_sum,p1_pre_peak_sum,p1_post_peak_sum,p1_rise_slope,p1_fall_slope,p1_rows_above_50pct,p1_rows_above_75pct,p1_rows_above_90pct,p1_peak_concentration,p1_peak_sharpness,p2_max,p2_min,p2_sum,p2_mean,p2_first,p2_last,p2_peak_idx,p2_peak_time_ms,p2_peak_pos_frac,p2_time_after_peak_ms,p2_first_half_sum,p2_second_half_sum,p2_pre_peak_sum,p2_post_peak_sum,p2_rise_slope,p2_fall_slope,p2_rows_above_50pct,p2_rows_above_75pct,p2_rows_above_90pct,p2_peak_concentration,p2_peak_sharpness,p3_max,p3_min,p3_sum,p3_mean,p3_first,p3_last,p3_peak_idx,p3_peak_time_ms,p3_peak_pos_frac,p3_time_after_peak_ms,p3_first_half_sum,p3_second_half_sum,p3_pre_peak_sum,p3_post_peak_sum,p3_rise_slope,p3_fall_slope,p3_rows_above_50pct,p3_rows_above_75pct,p3_rows_above_90pct,p3_peak_concentration,p3_peak_sharpness,peak_idx_diff_p1_p2,peak_idx_diff_p1_p3,peak_idx_diff_p2_p3,ax_abs_max,ay_abs_max,az_abs_max,ax_mean,ay_mean,az_mean,amag_max,amag_mean,amag_sum,amag_peak_idx,amag_peak_time_ms,amag_peak_pos_frac,amag_peak_minus_overall_piezo_peak_idx,label
11,8,291,0.27491408934707906,1814,1123,0.8539140022050716,0.14608599779492834,0.0,0.9109528049866429,0.08904719501335707,0.0,1,1,923,1284,923,1023,100,1284,1549,265,10.23,1023.0,100.0,5.845283018867924,1549.0,265.0,1023,1,9,0.14285714285714285,1,1023,0,0,32767,32767,-32768,56754.686167751825,1023,0,1549,193.625,220,70,1,9,0.14285714285714285,282,1418,131,1243,1329,89.22222222222223,3.379432624113475,1,1,1,0.9154293092317625,825.5,100,0,265,33.125,0,0,4,32,0.5714285714285714,259,93,172,193,172,3.125,0.3861003861003861,3,2,2,1.0,17.5,0,0,0,0.0,0,0,0,0,0.0,291,0,0,0,0,0.0,0.0,8,8,8,0.0,0.0,-3,1,4,32768,32767,32768,3596.0,242.25,6108.875,56754.686167751825,43399.45918929404,347195.6735143523,1,9,0.14285714285714285,0,cross
12,7,300,0.23333333333333334,1765,1089,0.9427762039660057,0.055524079320113315,0.0016997167138810198,0.9393939393939394,0.05785123966942149,0.0027548209366391185,1,1,960,1566,960,1020,60,1566,1661,95,16.238095238095237,341.0,21.0,16.979591836734695,554.6666666666666,32.666666666666664,1023,1,9,0.16666666666666666,1,1023,12,0,32767,32767,-32768,56754.686167751825,1023,0,1664,237.71428571428572,306,82,1,9,0.16666666666666666,291,1329,335,1329,1358,79.66666666666667,3.2336769759450172,1,1,1,0.7986778846153846,870.0,63,0,98,14.0,0,0,2,32,0.3333333333333333,268,75,23,75,86,1.96875,0.23507462686567165,1,1,1,1.0,45.5,3,0,3,0.42857142857142855,3,0,0,0,0.0,300,3,0,3,3,0.0,0.01,1,1,1,1.0,1.5,-1,1,2,32768,32767,32768,-3834.0,-4531.0,13023.857142857143,56754.686167751825,38580.436444086736,270063.05510860716,1,9,0.16666666666666666,0,cross
13,12,341,0.3519061583577713,2522,1201,0.8620142743854085,0.13124504361617764,0.0067406819984139575,0.8517901748542881,0.1398834304746045,0.00832639467110741,1,1,855,1843,855,1013,158,1843,2157,314,6.089285714285714,102.3,16.8,6.56797583081571,127.88235294117646,19.470588235294116,1023,2,15,0.18181818181818182,1,1023,0,0,32767,32767,-32768,56754.686167751825,1023,0,2174,181.16666666666666,80,74,2,15,0.18181818181818182,326,1516,658,1436,1761,62.86666666666667,2.911042944785276,1,1,1,0.6237350505979761,856.5,168,0,331,27.583333333333332,168,0,0,0,0.0,341,331,0,168,331,0.0,0.49266862170087977,1,1,1,0.56797583081571,74.0,10,0,17,1.4166666666666667,10,0,0,0,0.0,341,15,2,10,17,0.0,0.02932551319648094,1,1,1,0.8235294117647058,3.0,2,2,0,32768,32768,32768,-14081.833333333334,-1198.4166666666667,23358.25,56755.263518020955,42159.2433128138,505910.9197537656,4,47,0.36363636363636365,2,cross
14,8,307,0.26058631921824105,1995,1118,0.8335839598997494,0.16140350877192983,0.005012531328320802,0.9150268336314848,0.0778175313059034,0.007155635062611807,1,1,936,1341,936,1015,79,1341,1653,312,11.758620689655173,127.875,10.875,5.1645962732919255,166.3,32.2,1023,1,7,0.14285714285714285,1,1023,0,0,32767,32767,-32768,56754.686167751825,1023,0,1663,207.875,433,96,1,7,0.14285714285714285,300,1456,207,1456,1230,84.28571428571429,3.09,1,1,1,0.8755261575466026,806.5,87,0,322,40.25,0,0,3,34,0.42857142857142855,273,171,151,171,238,2.5588235294117645,0.31868131868131866,4,4,3,0.7888198757763976,3.5,8,0,10,1.25,8,0,0,0,0.0,307,9,1,8,10,0.0,0.026058631921824105,1,1,1,0.8,4.0,-2,1,3,32768,32767,32768,-3587.25,-3127.125,12361.625,56754.686167751825,38290.177714430065,306321.4217154405,1,7,0.14285714285714285,0,cross
15,10,318,0.31446540880503143,2710,1169,0.8738007380073801,0.12066420664206642,0.005535055350553505,0.8751069289991446,0.11206159110350727,0.01283147989734816,1,1,892,2041,892,1008,116,2041,2353,312,7.809160305343512,68.2,8.733333333333333,7.241590214067278,157.86666666666667,21.8,1023,0,0,0.0,1,1023,0,15,32767,-1444,-3584,32994.037052170504,1023,0,2368,236.8,1023,72,0,0,0.0,318,2027,341,1023,2368,0.0,2.990566037735849,2,2,1,0.8146114864864865,58.5,131,0,327,32.7,0,0,2,29,0.2222222222222222,289,252,75,131,327,4.517241379310345,0.4532871972318339,2,2,2,0.7706422018348624,70.5,15,0,15,1.5,15,0,0,0,0.0,318,15,0,15,15,0.0,0.04716981132075472,1,1,1,1.0,7.5,-2,0,2,32768,32768,32768,-5307.0,-5085.7,12493.8,56755.263518020955,37103.45495368739,371034.5495368739,4,59,0.4444444444444444,4,cross
16,14,339,0.41297935103244837,2673,1168,0.8604564160119715,0.13842124953236065,0.001122334455667789,0.8758561643835616,0.12157534246575342,0.0025684931506849314,1,1,881,1930,881,1020,139,1930,2297,367,7.204225352112676,341.0,47.333333333333336,6.216216216216216,766.6666666666666,123.33333333333333,1023,2,15,0.15384615384615385,1,1023,0,0,32767,32767,-32768,56754.686167751825,1023,0,2300,164.28571428571428,122,76,2,15,0.15384615384615385,324,1606,694,1528,1795,60.06666666666667,2.9228395061728394,1,1,1,0.6452173913043479,792.5,142,0,370,26.428571428571427,68,0,4,39,0.3076923076923077,300,370,0,210,302,1.8974358974358974,0.47333333333333333,2,1,1,0.6432432432432432,94.0,3,0,3,0.21428571428571427,0,0,1,8,0.07692307692307693,331,3,0,3,3,0.375,0.00906344410876133,1,1,1,1.0,3.0,-2,1,3,32768,32768,32768,-7080.5,-3010.1428571428573,11210.785714285714,56755.263518020955,37626.21908510412,526767.0671914577,5,46,0.38461538461538464,3,cross
17,17,331,0.513595166163142,3286,1213,0.8006695069993913,0.19080949482653684,0.00852099817407182,0.843363561417972,0.14756801319043694,0.009068425391591096,1,1,844,2004,844,1012,168,2004,2603,599,5.715083798882682,93.0,16.272727272727273,4.196172248803828,93.96428571428571,22.392857142857142,1023,0,0,0.0,1,1023,0,11,32767,11924,-32768,47849.763729824204,1023,0,2631,154.76470588235293,1023,100,0,0,0.0,331,1934,697,1023,2631,0.0,2.788519637462236,2,1,1,0.6678069175218548,144.5,179,0,627,36.88235294117647,0,8,3,29,0.1875,302,479,148,262,544,6.172413793103448,0.5662251655629139,2,2,1,0.6475279106858054,65.5,11,0,28,1.6470588235294117,11,0,0,0,0.0,331,25,3,11,28,0.0,0.03323262839879154,2,2,2,0.39285714285714285,5.5,-3,0,3,32768,32768,32768,-12081.35294117647,-4027.1176470588234,16467.882352941175,56755.263518020955,39015.311037533866,663260.2876380758,6,60,0.375,6,cross
18,7,318,0.220125786163522,2122,1108,0.879359095193214,0.11498586239396795,0.005655042412818096,0.9232851985559567,0.06949458483754513,0.007220216606498195,1,1,946,1622,946,1015,69,1622,1854,232,13.285714285714286,127.875,9.625,7.647540983606557,155.5,20.333333333333332,1023,2,15,0.3333333333333333,1,1023,0,0,32767,32767,-32768,56754.686167751825,1023,0,1866,266.57142857142856,135,95,2,15,0.3333333333333333,303,1673,193,1673,1216,59.2,3.062706270627063,2,1,1,0.8242229367631297,765.5,77,0,244,34.857142857142854,50,0,3,65,0.5,253,105,139,182,139,0.4153846153846154,0.30434782608695654,4,2,1,0.569672131147541,46.0,8,0,12,1.7142857142857142,4,0,1,8,0.16666666666666666,310,12,0,12,8,0.5,0.025806451612903226,2,1,1,1.0,6.0,-1,1,2,32768,32768,32768,-11357.42857142857,-6163.571428571428,18402.285714285714,56755.263518020955,45417.55411468008,317922.87880276056,3,65,0.5,1,cross
19,13,320,0.40625,2894,1151,0.6192121630960609,0.37491361437456805,0.005874222529371113,0.6498696785403997,0.34404865334491747,0.006081668114682885,1,1,352,707,352,741,389,707,1775,1068,1.8888888888888888,106.85714285714286,56.57142857142857,1.6516129032258065,105.41176470588235,63.8235294117647,748,0,0,0.0,1,748,0,0,32767,32767,-32768,56754.686167751825,748,0,1792,137.84615384615384,748,78,0,0,0.0,320,1266,526,748,1792,0.0,2.09375,2,1,1,0.6635044642857143,153.5,396,0,1085,83.46153846153847,0,0,3,24,0.25,296,1085,0,617,864,16.5,1.337837837837838,3,2,1,0.8516129032258064,132.0,7,0,17,1.3076923076923077,0,0,4,31,0.3333333333333333,289,7,10,7,17,0.22580645161290322,0.02422145328719723,3,2,1,0.4117647058823529,7.0,-3,-4,-1,32768,32768,32768,-7888.2307692307695,-584.4615384615385,14216.461538461539,56754.686167751825,38613.66228173792,501977.60966259293,0,0,0.0,0,cross
20,9,328,0.27439024390243905,2244,1081,0.9514260249554367,0.04679144385026738,0.0017825311942959,0.9463459759481961,0.05087881591119334,0.0027752081406105457,1,1,968,2030,968,1020,52,2030,2131,101,18.6,341.0,18.333333333333332,20.333333333333332,533.75,26.25,1023,0,0,0.0,1,1023,48,3,32767,32767,-32768,56754.686167751825,1023,66,2135,237.22222222222223,1023,75,0,0,0.0,328,1746,389,1023,2135,0.0,2.8902439024390243,2,1,1,0.736768149882904,236.5,55,0,105,11.666666666666666,48,0,2,62,0.25,266,103,2,103,57,0.11290322580645161,0.20676691729323307,2,2,1,0.5238095238095238,55.0,3,0,4,0.4444444444444444,3,0,0,0,0.0,328,4,0,3,4,0.0,0.009146341463414634,1,1,1,0.75,1.5,-2,0,2,32768,32768,32768,-9311.777777777777,1207.7777777777778,11841.666666666666,56755.263518020955,39528.966472149936,355760.6982493494,2,62,0.25,2,cross
1,19,328,0.5792682926829269,5292,1051,0.9151549508692366,0.08371126228269085,0.0011337868480725624,0.8658420551855376,0.1313035204567079,0.0028544243577545195,1,1,772,4400,772,907,135,4400,4837,437,6.594202898550725,303.3333333333333,46.0,10.932279909706546,807.1666666666666,73.83333333333333,910,3,23,0.16666666666666666,1,910,67,0,23168,-32768,-31216,50842.27280521594,910,0,4843,254.89473684210526,342,104,3,23,0.16666666666666666,305,2837,2006,2096,3657,24.695652173913043,2.642622950819672,3,2,2,0.47119553995457364,224.0,138,0,443,23.31578947368421,10,0,7,77,0.3888888888888889,251,398,45,398,183,1.6623376623376624,0.549800796812749,3,1,1,0.5259593679458239,90.5,3,0,6,0.3157894736842105,0,0,6,70,0.3333333333333333,258,6,0,4,5,0.04285714285714286,0.011627906976744186,2,1,1,1.0,1.5,-4,-3,1,32768,32768,32767,6516.263157894737,-2731.0526315789475,18567.263157894737,56754.1088116094,35460.392352158975,673747.4546910205,0,0,0.0,-3,right_hook
2,13,327,0.39755351681957185,4387,1142,0.9099612491452017,0.08570777296558012,0.004330977889218144,0.8957968476357268,0.09544658493870403,0.008756567425569177,1,1,914,3616,914,1013,99,3616,3973,357,9.385321100917432,102.3,10.9,10.617021276595745,210.10526315789474,19.789473684210527,1023,0,0,0.0,1,1023,16,10,2936,-28232,13008,31222.972055843755,1023,36,3992,307.0769230769231,1023,82,0,0,0.0,327,3260,732,1023,3992,0.0,2.8776758409785934,3,3,3,0.26528056112224446,493.5,109,0,376,28.923076923076923,16,15,5,83,0.4166666666666667,244,327,49,327,158,1.1204819277108433,0.38524590163934425,3,2,1,0.4654255319148936,76.0,10,0,19,1.4615384615384615,10,0,0,0,0.0,327,19,0,10,19,0.0,0.03058103975535168,2,1,1,0.7894736842105263,2.5,-5,0,5,32768,32768,32768,-85.6923076923077,-7949.307692307692,17689.846153846152,56754.686167751825,37647.71128997727,489420.2467697045,1,15,0.08333333333333333,1,right_hook
3,13,266,0.48872180451127817,3439,1165,0.8865949403896481,0.10468159348647862,0.008723466123873218,0.8781115879828326,0.10815450643776824,0.013733905579399141,1,1,897,2689,897,1007,110,2689,3019,330,8.119047619047619,63.9375,7.875,8.469444444444445,101.63333333333334,12.0,1023,1,8,0.08333333333333333,1,1023,0,0,32767,32767,-32768,56754.686167751825,1023,0,3049,234.53846153846155,1016,113,1,8,0.08333333333333333,258,2406,643,2039,2033,0.875,3.5271317829457365,2,2,2,0.6687438504427681,515.0,126,0,360,27.692307692307693,24,0,2,29,0.16666666666666666,237,222,138,150,336,3.5172413793103448,0.5316455696202531,4,1,1,0.35,126.0,16,0,30,2.3076923076923075,16,0,0,0,0.0,266,30,0,16,30,0.0,0.06015037593984962,2,2,1,0.5333333333333333,8.0,-1,1,2,32768,32768,32768,-5575.153846153846,-8365.076923076924,15793.307692307691,56755.263518020955,36038.515142457625,468500.69685194915,4,52,0.3333333333333333,3,right_hook
4,13,326,0.3987730061349693,3392,1110,0.9180424528301887,0.08077830188679246,0.0011792452830188679,0.9216216216216216,0.07657657657657657,0.0018018018018018018,1,1,938,2840,938,1021,83,2840,3110,270,12.035294117647059,511.5,42.5,11.364963503649635,778.5,68.5,1023,0,0,0.0,1,1023,2,1,9516,-32768,25716,42727.14284854535,1023,0,3114,239.53846153846155,1023,82,0,0,0.0,326,2284,830,1023,3114,0.0,2.8865030674846626,2,2,2,0.6515735388567758,8.5,85,0,274,21.076923076923077,2,27,3,78,0.25,248,218,56,133,226,1.064102564102564,0.23387096774193547,3,2,2,0.6204379562043796,42.5,2,0,4,0.3076923076923077,1,0,8,295,0.6666666666666666,31,1,3,3,3,0.003389830508474576,0.06451612903225806,3,1,1,0.75,1.5,-3,-8,-5,32767,32768,32768,4650.0,-2831.5384615384614,21618.846153846152,56754.686167751825,36225.30098547922,470928.9128112298,2,15,0.16666666666666666,2,right_hook
5,12,324,0.37037037037037035,2562,1166,0.8446526151444185,0.14949258391881343,0.00585480093676815,0.8773584905660378,0.11749571183533447,0.005145797598627788,1,1,886,1781,886,1017,131,1781,2149,368,7.467153284671533,170.5,22.833333333333332,5.650130548302872,144.26666666666668,25.533333333333335,1023,0,0,0.0,1,1023,1,0,11336,-23844,12296,29124.437299285288,1023,0,2164,180.33333333333334,1023,106,0,0,0.0,324,1422,742,1023,2164,0.0,2.830246913580247,1,1,1,0.5526802218114603,425.0,137,0,383,31.916666666666668,1,20,3,78,0.2727272727272727,246,328,55,264,256,1.7435897435897436,0.47560975609756095,2,2,1,0.5587467362924282,98.5,6,0,15,1.25,0,0,2,70,0.18181818181818182,254,11,4,11,10,0.08571428571428572,0.023622047244094488,3,2,1,0.7333333333333333,3.5,-3,-2,1,32768,32768,32767,-5062.0,-14168.333333333334,24137.916666666668,56755.263518020955,35639.76665453826,427677.1998544591,2,70,0.18181818181818182,2,right_hook
6,15,317,0.473186119873817,4080,1236,0.883578431372549,0.10833333333333334,0.008088235294117648,0.8276699029126213,0.15857605177993528,0.013754045307443365,1,1,827,3163,827,1006,179,3163,3572,409,5.219387755102041,60.1764705882353,11.529411764705882,8.156108597285067,109.24242424242425,13.393939393939394,1023,0,0,0.0,1,1023,0,9,18124,-18736,18676,32067.273784966503,1023,0,3605,240.33333333333334,1023,97,0,0,0.0,317,2609,996,1023,3605,0.0,2.921135646687697,2,2,1,0.5348127600554785,59.0,196,0,442,29.466666666666665,0,15,3,31,0.21428571428571427,286,344,98,197,441,6.32258064516129,0.6328671328671329,2,1,1,0.4434389140271493,196.0,17,0,33,2.2,9,0,3,31,0.21428571428571427,286,26,7,26,24,0.25806451612903225,0.05944055944055944,2,1,1,0.5151515151515151,17.0,-3,-3,0,32768,32768,32768,1025.4666666666667,-6190.8,21237.733333333334,56755.263518020955,36507.259085294776,547608.8862794216,5,68,0.35714285714285715,5,right_hook
7,14,315,0.4444444444444445,3568,1138,0.8884529147982063,0.09837443946188341,0.013172645739910314,0.8989455184534271,0.08347978910369068,0.01757469244288225,1,1,928,2819,928,1003,75,2819,3123,304,10.76842105263158,51.15,4.75,9.031339031339032,67.44680851063829,7.468085106382978,1023,1,7,0.07692307692307693,1,1023,55,10,32767,32767,32767,56754.1088116094,1023,0,3170,226.42857142857142,1000,70,1,7,0.07692307692307693,308,2368,802,2023,2170,3.2857142857142856,3.094155844155844,2,2,2,0.6766561514195584,462.0,95,0,351,25.071428571428573,0,18,2,36,0.15384615384615385,279,314,37,150,296,2.638888888888889,0.27598566308243727,4,3,1,0.42735042735042733,67.5,20,0,47,3.357142857142857,20,0,0,0,0.0,315,36,11,20,47,0.0,0.06349206349206349,2,1,1,0.6382978723404256,5.0,-1,1,2,32768,32768,32767,3635.5714285714284,-8117.214285714285,23929.928571428572,56754.1088116094,33842.08893035482,473789.2450249674,1,7,0.07692307692307693,0,right_hook
8,20,347,0.5763688760806917,7354,1287,0.8834647810715257,0.1124558063638836,0.004079412564590699,0.7948717948717948,0.19502719502719504,0.010101010101010102,1,1,772,5670,772,1010,238,5670,6467,797,4.075697211155378,78.6923076923077,19.307692307692307,7.856106408706167,216.56666666666666,27.566666666666666,1023,1,9,0.05263157894736842,1,1023,0,0,-32768,-32768,-31320,55932.334548094805,1023,22,6497,324.85,337,207,1,9,0.05263157894736842,338,4370,2127,1360,6160,76.22222222222223,2.4142011834319526,4,3,2,0.3373864860704941,438.5,251,0,827,41.35,0,22,7,68,0.3684210526315789,279,699,128,474,604,3.6911764705882355,0.8207885304659498,2,1,1,0.6469165659008465,109.0,13,0,30,1.5,0,0,2,16,0.10526315789473684,331,29,1,13,30,0.8125,0.03927492447129909,3,1,1,0.7333333333333333,8.5,-6,-1,5,32768,32768,32767,-5223.45,-9319.7,20199.35,56755.263518020955,37809.86256554384,756197.2513108768,5,39,0.2631578947368421,4,right_hook
9,13,335,0.3880597014925373,4579,1151,0.914391788600131,0.07774623280192182,0.00786197859794715,0.8887923544743701,0.09296264118158123,0.018245004344048653,1,1,916,3831,916,1002,86,3831,4151,320,9.560747663551401,48.714285714285715,5.095238095238095,11.76123595505618,116.30555555555556,9.88888888888889,1023,0,0,0.0,1,1023,0,21,1440,-13716,9160,16556.202946328,1023,0,4187,322.0769230769231,1023,84,0,0,0.0,335,3559,628,1023,4187,0.0,2.8029850746268656,4,2,1,0.38882254597563887,209.0,107,0,356,27.384615384615383,0,21,4,37,0.3333333333333333,298,124,232,124,339,2.891891891891892,0.28859060402684567,3,2,1,0.300561797752809,107.0,21,0,36,2.769230769230769,21,0,0,0,0.0,335,34,2,21,36,0.0,0.0626865671641791,2,1,1,0.5833333333333334,10.5,-4,0,4,32768,32768,32767,936.1538461538462,-5320.7692307692305,23207.30769230769,56754.686167751825,39157.37170320508,509045.832141666,2,21,0.16666666666666666,2,right_hook
10,15,345,0.43478260869565216,4035,1180,0.8666666666666667,0.12589838909541512,0.007434944237918215,0.8669491525423729,0.11779661016949153,0.015254237288135594,1,1,884,2989,884,1005,121,2989,3467,478,7.359712230215828,56.833333333333336,7.722222222222222,6.883858267716535,116.56666666666666,16.933333333333334,1023,0,0,0.0,1,1023,0,3,13056,-32768,32124,47709.03830512621,1023,22,3497,233.13333333333333,1023,81,0,0,0.0,345,2393,1104,1023,3497,0.0,2.7304347826086954,2,2,1,0.5321704317986846,92.5,139,0,508,33.86666666666667,0,24,2,31,0.14285714285714285,314,371,137,139,508,4.483870967741935,0.3662420382165605,3,3,1,0.2736220472440945,139.0,18,0,30,2.0,3,0,2,31,0.14285714285714285,314,25,5,21,27,0.4838709677419355,0.05732484076433121,1,1,1,0.7333333333333333,16.0,-2,-2,0,32768,32768,32767,1134.0666666666666,-12256.0,24637.933333333334,56755.263518020955,37100.05894889986,556500.8842334979,4,68,0.2857142857142857,4,right_hook
11,22,329,0.668693009118541,6955,1153,0.9214953271028037,0.07419122933141625,0.004313443565780014,0.8872506504770165,0.0997398091934085,0.013009540329575022,1,1,908,5893,908,1008,100,5893,6379,486,8.895652173913044,68.2,7.666666666666667,12.420542635658915,213.63333333333333,17.2,1023,0,0,0.0,1,1023,7,1,11192,-23152,18788,31847.52599496545,1023,30,6409,291.3181818181818,1023,103,0,0,0.0,329,5034,1375,1023,6409,0.0,2.7963525835866263,5,4,4,0.31923857075986894,0.0,115,0,516,23.454545454545453,7,15,8,86,0.38095238095238093,243,375,141,218,413,1.255813953488372,0.411522633744856,4,3,1,0.3992248062015504,69.5,15,0,30,1.3636363636363635,1,0,3,34,0.14285714285714285,295,27,3,18,27,0.4117647058823529,0.05084745762711865,1,1,1,0.7666666666666667,11.0,-8,-3,5,32768,32768,32768,1901.5454545454545,-9614.40909090909,15984.136363636364,56755.263518020955,30819.852462544382,678036.7541759764,2,26,0.09523809523809523,2,right_hook
12,23,425,0.5411764705882353,5940,1184,0.8636363636363636,0.12946127946127947,0.006902356902356902,0.8640202702702703,0.12331081081081081,0.01266891891891892,1,1,877,4361,877,1008,131,4361,5089,728,7.006849315068493,68.2,9.733333333333333,6.671001300390117,125.1219512195122,18.75609756097561,1023,0,0,0.0,1,1023,0,0,-32768,-19672,32767,50342.88129418101,1023,65,5130,223.04347826086956,1023,66,0,0,0.0,425,3751,1379,1023,5130,0.0,2.251764705882353,3,2,2,0.39883040935672515,0.0,146,0,769,33.43478260869565,0,0,9,70,0.4090909090909091,355,528,241,415,500,2.085714285714286,0.4112676056338028,4,3,1,0.4850455136540962,32.5,15,0,41,1.7826086956521738,0,0,4,31,0.18181818181818182,394,41,0,34,22,0.4838709677419355,0.03807106598984772,2,2,1,0.6585365853658537,9.0,-9,-4,5,32768,32768,32768,-456.2173913043478,-9917.391304347826,17587.260869565216,54506.36718769652,31927.42366574725,734330.7443121867,7,54,0.3181818181818182,7,right_hook
13,16,337,0.47477744807121663,3760,1184,0.8257978723404256,0.16622340425531915,0.007978723404255319,0.8640202702702703,0.12246621621621621,0.013513513513513514,1,1,878,2480,878,1007,129,2480,3075,595,7.055172413793104,63.9375,9.0625,4.968,103.5,20.833333333333332,1023,0,0,0.0,1,1023,14,1,6776,-32768,26672,42790.78854146065,1023,16,3105,194.0625,1023,163,0,0,0.0,337,1907,1198,1023,3105,0.0,2.5519287833827895,1,1,1,0.45539452495974236,316.0,145,0,625,39.0625,14,26,6,91,0.4,246,435,190,334,436,1.4395604395604396,0.483739837398374,5,1,1,0.5344,50.5,16,0,30,1.875,1,0,3,35,0.2,302,27,3,17,29,0.42857142857142855,0.052980132450331126,2,1,1,0.8666666666666667,11.0,-6,-3,3,32768,32768,32767,-7510.25,-12735.0625,18951.375,56754.686167751825,35567.31202979678,569076.9924767485,1,19,0.06666666666666667,1,right_hook
14,20,332,0.6024096385542168,4386,1135,0.8889648882808937,0.10442316461468308,0.0066119471044231645,0.9013215859030838,0.08546255506607929,0.013215859030837005,1,1,926,3441,926,1008,82,3441,3870,429,10.54639175257732,68.2,6.466666666666667,8.513100436681222,134.44827586206895,15.793103448275861,1023,1,7,0.05263157894736842,1,1023,0,0,32767,-20092,-32768,50508.48024837017,1023,80,3899,194.95,302,92,1,7,0.05263157894736842,325,2765,1134,1325,3597,103.0,2.8646153846153846,1,1,1,0.4167735316747884,722.0,97,0,458,22.9,0,20,2,15,0.10526315789473684,317,321,137,97,458,6.466666666666667,0.24290220820189273,2,1,1,0.3056768558951965,75.5,15,0,29,1.45,0,0,2,15,0.10526315789473684,317,24,5,15,29,1.0,0.0473186119873817,2,1,1,0.7931034482758621,11.0,-1,-1,0,32768,32768,32768,830.5,-7612.85,17083.9,56754.686167751825,32842.40834380225,656848.166876045,0,0,0.0,-1,right_hook
15,21,363,0.578512396694215,7037,1126,0.9009521102742646,0.09378996731561745,0.005257922410117948,0.8987566607460036,0.08880994671403197,0.012433392539964476,1,1,912,5680,912,998,86,5680,6303,623,10.12,72.28571428571429,7.142857142857143,9.606060606060606,171.35135135135135,17.83783783783784,1012,1,25,0.05,1,1012,0,0,-32768,-32768,-31668,56127.94198970777,1012,67,6340,301.9047619047619,306,149,1,25,0.05,338,4320,2020,1318,6034,28.24,2.5532544378698225,4,1,1,0.32334384858044163,493.0,100,0,660,31.428571428571427,0,27,3,40,0.15,323,454,206,100,660,2.5,0.2260061919504644,6,4,3,0.15151515151515152,100.0,14,0,37,1.7619047619047619,14,0,0,0,0.0,363,33,4,14,37,0.0,0.03856749311294766,1,1,1,0.3783783783783784,7.0,-2,1,3,32768,32768,32767,-1408.4761904761904,-12113.142857142857,14856.333333333334,56755.263518020955,31994.173479422378,671877.6430678699,5,74,0.25,4,right_hook
